id,host_id,price,number_of_reviews,last_review
4588273,1500858,225,7,2015-06-18
4588678,66286,100,2,2017-08-08
4588689,5926785,205,0,
4589819,7852646,110,38,2019-07-07
4592475,4445796,95,7,2015-06-02
4593609,23810895,150,42,2019-06-18
4593770,23812318,100,21,2019-04-08
4593939,5050537,69,40,2019-06-19
4594389,23772724,110,12,2019-02-18
4594620,1520215,250,0,
4596378,23824219,44,46,2019-03-17
4598265,23834677,155,242,2019-06-30
4600556,15310997,300,10,2019-02-28
4601325,23847354,67,2,2016-02-07
4602440,6949069,175,2,2015-12-30
4603012,45609,149,22,2019-04-30
4603954,23718461,85,0,
4604991,23861788,75,224,2019-07-03
4605455,23575977,120,0,
4605840,23788242,100,50,2019-06-15
4606017,23867361,129,20,2019-05-01
4606385,3184878,150,1,2015-03-17
4606473,23862900,219,1,2014-12-26
4606614,23870076,185,10,2018-08-24
4606675,23591164,65,21,2017-07-27
4607923,1113080,55,98,2019-05-22
4611004,626876,350,0,
4611203,11702175,170,6,2017-01-01
4611256,626876,250,0,
4611295,626876,250,0,
4612401,21906247,70,0,
4613154,23899573,150,23,2016-06-26
4614091,16437254,172,5,2019-06-25
4614146,4293340,79,2,2017-12-25
4614435,8530836,100,5,2017-09-25
4614838,1698391,272,7,2019-04-30
4615631,22350590,85,57,2019-06-10
4615887,23073152,350,0,
4616452,23915731,249,1,2016-07-19
4616700,1403669,180,20,2018-09-05
4616865,6028908,38,0,
4619579,23929065,450,0,
4620262,1599319,60,5,2016-04-26
4620505,12511067,95,0,
4620954,23935018,85,1,2015-10-24
4620962,21685221,199,0,
4621213,23899821,260,54,2019-07-01
4621217,2119276,140,7,2018-09-10
4621713,2119276,185,5,2019-01-24
4621923,7947211,126,44,2019-07-02
4622869,2593268,399,122,2019-06-15
4623217,23945185,100,6,2016-03-02
4623622,22506665,1000,0,
4623635,1136842,225,3,2019-01-01
4623696,2378231,85,4,2015-12-29
4623771,23267314,147,45,2019-05-15
4624521,9072771,90,8,2019-05-29
4624657,23952819,500,1,2015-08-30
4624874,23162890,72,37,2018-10-15
4625126,7799229,41,14,2018-10-06
4628603,6465286,180,103,2019-06-06
4628804,23971734,67,4,2016-10-26
4629211,3754729,122,48,2019-06-04
4629359,23974215,105,29,2019-03-20
4629599,22503794,95,2,2015-08-08
4629726,23971405,100,1,2016-01-02
4629870,16437254,130,3,2017-09-03
4632542,6762751,107,92,2019-05-20
4632795,3250450,100,12,2017-05-23
4632852,23991556,85,9,2017-10-16
4633258,23993707,30,2,2017-12-29
4635425,23876129,175,57,2017-03-02
4636323,24006197,95,0,
4636643,24007762,125,8,2018-03-02
4636874,23993707,35,9,2018-12-30
4637014,12459436,119,26,2019-06-30
4637053,24009463,150,149,2019-07-06
4637145,3123405,55,4,2018-02-22
4637146,1755097,115,214,2019-06-21
4637858,5552587,99,14,2017-09-25
4638668,6569891,150,0,
4638967,23974215,84,38,2019-06-15
4639015,14380678,129,13,2019-06-27
4639179,3571821,44,86,2017-12-31
4639451,24020898,55,0,
4639746,6470787,100,15,2016-06-13
4640515,23355801,65,40,2019-06-25
4641291,24030482,99,3,2019-05-19
4641406,17281607,100,2,2016-01-05
4642539,5025692,225,13,2018-09-28
4642913,16035346,120,23,2019-01-05
4643192,6694436,139,5,2016-05-10
4643199,13347167,142,3,2018-12-31
4643295,8555319,140,13,2019-04-29
4644632,10992588,130,271,2019-07-03
4644669,24046558,325,64,2019-06-08
4644688,16927633,350,9,2016-07-12
4644828,805843,175,5,2017-01-06
4645170,22827111,89,59,2019-06-30
4645319,2520125,69,159,2019-06-23
4645824,1660261,40,10,2019-04-15
4645831,24052348,65,21,2017-12-30
4649468,2592109,160,20,2019-06-20
4649627,9492212,135,88,2018-12-31
4650123,6230230,109,42,2019-06-13
4650725,24075308,85,3,2015-07-03
4651354,24020050,189,25,2019-04-15
4651486,2563415,125,56,2019-06-16
4652629,9953720,140,1,2015-01-03
4653508,6349214,160,4,2017-12-30
4654785,24094211,115,4,2017-01-02
4656361,8291260,80,31,2019-06-29
4658293,7518105,198,7,2017-06-04
4658860,24109809,200,0,
4659046,1420868,230,46,2019-05-10
4659285,23334165,450,81,2019-06-09
4660022,745486,895,66,2019-06-24
4660633,4517642,170,6,2016-05-23
4660939,24117644,120,18,2017-01-11
4660964,24118443,140,18,2018-12-28
4661135,3175065,70,18,2019-06-30
4661662,21455957,70,122,2019-06-29
4662584,20559017,45,4,2018-02-14
4662784,21688465,140,148,2019-07-03
4662889,24041562,600,6,2016-08-05
4663122,16018853,195,0,
4663804,24132118,79,1,2015-06-17
4663807,4098538,55,2,2017-01-08
4666584,24144577,275,41,2019-05-12
4666794,18511357,60,1,2017-07-01
4667046,24146326,195,86,2019-06-08
4667146,20559017,50,5,2018-12-30
4667148,2312420,125,31,2019-05-12
4667707,24149026,145,1,2016-01-02
4668252,23772724,99,15,2019-04-30
4671552,10860081,130,9,2015-12-27
4671712,1901846,115,8,2016-07-19
4671824,190409,60,56,2019-06-23
4672445,966461,199,108,2019-06-08
4672452,3108161,170,22,2017-09-26
4677056,10476487,385,1,2015-02-16
4677469,24191104,125,0,
4677654,10387090,37,6,2015-09-01
4678514,23939128,80,5,2017-11-23
4678568,24195428,65,222,2019-06-17
4678742,24195790,600,0,
4678795,24048208,140,0,
4679967,7304425,56,7,2016-06-07
4680299,23047797,70,7,2016-09-28
4681193,24201950,105,3,2019-06-27
4681219,24208781,70,68,2019-05-19
4685448,2368446,60,0,
4685985,4357223,120,0,
4686678,7759020,150,3,2015-06-08
4686821,24232061,112,38,2019-05-14
4687730,529546,145,0,
4687896,24236837,80,6,2017-05-31
4688418,23772724,99,6,2018-08-16
4690677,19007585,110,11,2016-03-25
4691130,24253453,70,120,2018-01-04
4691649,8501698,140,1,2016-06-01
4693338,9123948,46,3,2016-01-03
4694179,3753306,180,1,2017-09-15
4694480,24268565,250,185,2019-07-05
4694622,24269297,75,41,2019-06-25
4694625,1843216,250,26,2019-06-15
4694688,4217567,250,2,2016-01-03
4695408,15642271,60,3,2015-07-13
4697809,4259327,95,10,2018-05-26
4698079,24067453,138,5,2017-01-03
4698707,5352419,550,1,2018-06-12
4699061,24291213,35,0,
4699123,11708876,90,0,
4699289,17014518,180,0,
4699535,41358,145,1,2015-09-28
4699963,24295835,100,15,2017-05-24
4700082,21409261,119,19,2017-07-23
4700265,14320459,70,0,
4700565,24298733,48,1,2015-08-22
4700809,24298733,35,0,
4700894,10535719,200,28,2019-06-23
4701270,15702523,64,58,2018-12-09
4701425,7460434,120,25,2019-06-06
4701749,24304871,50,23,2019-04-01
4701802,10568263,190,8,2019-06-08
4704813,24319884,235,8,2017-08-29
4705670,24117644,70,74,2019-06-26
4706957,633339,60,4,2015-08-31
4707057,6327629,90,1,2014-12-08
4707159,529546,125,1,2014-12-27
4708314,1265619,120,8,2019-03-17
4708609,19972390,55,24,2016-06-17
4708909,670367,225,0,
4709252,1511206,150,1,2015-09-30
4710102,24343117,175,44,2016-09-28
4710310,24344136,70,0,
4710315,129558,112,8,2016-10-10
4710488,24344873,200,3,2016-01-01
4711070,24347671,105,19,2019-05-26
4713896,10148113,70,3,2015-02-04
4714600,12098551,115,1,2015-01-02
4714854,23772724,99,6,2019-03-10
4715740,13976132,120,133,2019-06-22
4716349,21208237,80,0,
4716613,2466294,90,8,2018-05-21
4717237,2358032,70,8,2017-09-17
4717267,24370211,52,1,2016-01-11
4717296,24009463,150,63,2019-06-20
4717440,3237577,170,94,2019-06-23
4718031,9633085,132,7,2018-08-20
4718314,24374791,90,12,2016-04-14
4718436,4655338,525,28,2019-06-16
4718809,8778846,249,67,2016-09-23
4719825,24381419,160,6,2015-08-09
4720086,24382598,125,142,2019-07-01
4720121,34915,500,0,
4720142,21466735,65,0,
4720326,5279180,170,0,
4720460,1887912,150,31,2019-05-21
4720558,14140782,80,0,
4720719,19924780,1000,95,2018-12-30
4720752,23752440,175,0,
4720783,9288052,50,15,2018-09-09
4720789,855266,250,1,2017-10-17
4721007,6720617,40,1,2015-01-06
4724857,12729740,75,0,
4724943,24403405,82,1,2015-01-01
4725251,24404709,93,16,2019-01-07
4725852,405090,100,6,2019-01-09
4726749,11686822,75,0,
4726941,724633,1000,6,2018-03-14
4727369,24413323,65,13,2017-11-22
4727731,18746337,250,5,2019-06-27
4727889,10679309,130,3,2019-04-07
4727912,24415699,199,0,
4728136,12261576,37,10,2019-04-22
4729374,799566,80,0,
4730371,6898927,33,9,2019-01-01
4730379,10503555,55,0,
4730857,24429897,299,0,
4733949,706623,69,5,2016-02-10
4734069,1279274,200,0,
4734170,17893360,109,18,2017-04-14
4734709,6274029,200,5,2016-12-31
4735505,3570170,95,4,2017-06-02
4736480,4568686,375,0,
4736912,24454737,50,1,2015-01-08
4737392,24418383,60,72,2018-10-16
4737830,24459029,44,3,2015-07-15
4737930,1235070,9999,1,2015-01-02
4738250,24461143,77,0,
4738406,24462091,40,0,
4738429,295128,110,15,2019-06-23
4738946,15821855,65,1,2015-09-14
4739407,24467359,85,14,2016-02-18
4739703,24468833,175,19,2015-09-09
4742068,22616989,93,52,2019-06-22
4742102,6932195,375,30,2019-07-01
4742842,7111318,100,111,2019-06-23
4743840,895109,258,57,2019-06-23
4744276,24487418,75,19,2016-08-26
4744487,24487842,118,29,2019-01-23
4744592,6648212,120,4,2015-05-30
4745012,1766929,154,17,2017-08-05
4745212,2665225,150,1,2016-01-03
4745876,21047204,150,1,2014-12-31
4745879,18975770,145,93,2019-06-22
4746171,24450948,250,11,2017-01-01
4747068,24500940,100,24,2017-05-08
4747624,24109763,155,193,2019-07-05
4748873,24508767,100,0,
4750486,13631524,75,262,2019-06-09
4750578,11950208,110,0,
4751686,21247073,50,4,2018-01-13
4752020,24454906,225,0,
4752249,12112004,150,0,
4752659,24525377,125,73,2018-08-25
4753571,24529969,200,10,2017-03-31
4753639,24530713,90,16,2019-04-30
4753866,24530713,125,4,2015-11-27
4753918,3709510,125,0,
4754646,6649124,70,0,
4756125,2702777,55,0,
4756297,840590,199,3,2019-06-30
4756551,4031913,89,139,2019-06-18
4756578,24544724,298,16,2019-06-23
4756856,1832442,70,0,
4757212,10563051,110,26,2016-07-29
4757941,24551170,239,2,2015-02-05
4758028,9150099,300,2,2016-01-06
4758601,24554369,31,1,2015-08-01
4758877,24555605,70,0,
4758924,24555785,73,1,2015-01-03
4759361,15055041,70,248,2019-07-05
4759680,11045893,63,10,2019-05-31
4759906,15310997,200,9,2019-03-04
4760076,7741110,220,149,2019-06-21
4760085,24561040,95,132,2019-06-23
4760107,16437254,127,7,2019-01-08
4760504,302865,85,0,
4762718,22814290,250,0,
4763327,24576978,195,1,2015-10-20
4765123,24584990,50,8,2016-09-02
4765631,24587292,60,0,
4765659,24587457,58,2,2015-09-09
4766198,24590092,80,2,2015-06-26
4766284,420111,73,15,2019-06-29
4766468,24591281,91,1,2017-01-02
4766582,24591710,100,19,2016-11-13
4766618,16066343,52,186,2019-06-16
4766819,13705706,65,0,
4767139,15815124,70,45,2018-11-19
4767549,207356,150,1,2016-09-06
4767748,24597265,107,105,2019-07-02
4768030,24598868,80,0,
4768982,7182609,45,0,
4771964,23062393,62,2,2018-04-27
4772857,24597265,49,4,2019-04-01
4772987,24597265,50,17,2019-06-02
4773463,7156474,175,0,
4774041,22565253,129,48,2019-06-15
4774190,17921968,198,103,2019-06-02
4774496,24517455,185,121,2019-06-17
4774629,1660841,90,0,
4774658,24625694,40,0,
4774763,24404928,130,9,2016-05-28
4774924,6465286,100,32,2018-10-07
4775278,6948005,75,1,2016-01-01
4775547,4601412,90,107,2018-04-13
4775737,24630374,110,14,2016-12-25
4776045,8873293,65,8,2019-01-05
4776065,12300501,49,102,2019-06-11
4776107,24631934,400,42,2016-09-21
4777063,1641589,60,0,
4777166,24636847,31,3,2018-07-11
4777236,3295012,70,28,2019-06-22
4777269,24585465,250,23,2019-06-17
4777597,10319096,215,0,
4777745,24639120,235,13,2017-01-10
4777903,1581845,2400,2,2016-10-19
4778638,24643923,35,2,2015-01-10
4781069,482242,59,0,
4781700,24655252,65,24,2019-06-03
4782243,2715121,180,5,2016-05-22
4782252,24657274,175,0,
4782569,5071632,81,47,2019-03-28
4782799,2910317,225,14,2016-04-26
4783057,24660443,100,123,2019-06-08
4783437,186888,75,125,2019-07-03
4783614,3805240,85,2,2018-02-12
4783738,7655962,99,11,2018-11-01
4783809,177846,175,27,2019-06-22
4784618,24666854,90,0,
4784741,12374283,125,39,2019-07-02
4784846,24667595,30,8,2017-06-25
4784867,198387,165,26,2016-10-12
4785105,18156463,149,0,
4785563,1977947,100,0,
4785941,1786943,200,2,2016-04-13
4786030,24672682,110,1,2015-01-01
4786139,1760609,315,2,2015-08-31
4786675,23852000,148,16,2019-04-19
4787201,7365719,150,12,2018-08-19
4787386,24678971,175,41,2016-07-24
4787527,9767363,59,151,2019-07-02
4788812,23020530,139,1,2016-02-04
4790969,2052361,50,50,2019-06-20
4791389,4923436,250,2,2015-03-22
4791542,14608821,42,0,
4791964,1725974,100,0,
4792192,16297020,80,0,
4792219,11479819,90,0,
4792342,6328283,105,49,2019-06-30
4792430,13343955,75,6,2019-05-23
4792529,57101,130,186,2019-06-23
4792705,3471761,149,145,2019-07-02
4794322,24704747,200,3,2016-03-27
4794512,7503643,149,2,2018-08-15
4795029,24710778,60,1,2015-01-03
4795088,24711105,100,0,
4795390,16151285,43,15,2019-05-31
4795485,24712268,145,11,2019-06-16
4795857,8902883,85,10,2019-06-30
4796070,24715671,275,39,2018-09-29
4796255,810311,100,3,2018-10-08
4798723,23982388,105,2,2015-08-11
4798794,1660906,250,3,2015-10-19
4799245,24728241,180,0,
4799839,5999440,175,188,2019-07-03
4800921,1559494,600,20,2019-06-23
4801661,9864136,95,37,2016-12-01
4802299,24740606,150,2,2015-05-24
4802374,12968821,119,12,2016-07-20
4802648,13026391,165,11,2016-04-24
4803244,24744819,50,0,
4803623,24747103,225,0,
4803750,932245,80,22,2019-05-27
4804228,24750076,149,15,2019-04-27
4807244,24761711,195,186,2019-06-30
4807492,1870841,130,5,2018-05-08
4807899,3422859,95,9,2016-07-16
4808065,23982388,125,5,2017-04-15
4808239,23982388,95,3,2016-03-15
4808505,24765924,50,55,2019-07-07
4808745,23982388,85,2,2019-05-08
4809056,5715779,95,0,
4809337,24770709,50,0,
4809346,24766218,80,2,2015-08-16
4813140,22643930,320,125,2019-06-23
4813236,24789838,37,0,
4813259,4312196,90,1,2015-07-08
4813342,23982388,95,4,2018-06-11
4813781,24792241,85,6,2019-05-31
4813832,13486673,79,8,2019-03-13
4814075,24793480,100,0,
4814810,24796602,54,50,2019-06-05
4815028,24797535,129,29,2019-07-02
4815848,3211,90,21,2018-10-06
4815886,7351,254,8,2019-06-16
4817139,21671443,159,16,2016-12-21
4817208,3514707,90,2,2015-09-26
4820897,177846,85,47,2019-05-06
4821218,24827152,45,5,2016-01-06
4821331,24827643,275,1,2016-05-06
4821605,24828814,38,1,2016-04-02
4821786,1543006,100,3,2015-09-18
4822057,19660044,103,7,2016-05-31
4822181,23772724,99,8,2019-04-23
4822324,24832100,185,7,2016-07-24
4822557,24832418,90,0,
4822822,11708118,86,2,2016-08-29
4823105,24835471,40,23,2019-06-29
4823386,16514175,165,58,2019-06-14
4823529,6677425,35,134,2019-05-23
4823682,2921076,2000,3,2015-12-30
4823910,10503302,117,0,
4823959,24633966,50,0,
4824052,24839116,175,14,2017-07-22
4824146,24840863,95,1,2015-01-04
4824211,24841295,70,5,2017-06-08
4824310,7402258,100,18,2019-05-29
4824361,1445060,150,3,2018-11-09
4824521,24842701,169,130,2019-07-01
4824808,24844547,50,0,
4824847,20934972,99,5,2015-11-03
4824849,24844621,200,0,
4825359,3800548,70,6,2017-01-01
4828336,7552191,130,33,2019-06-30
4829068,17883343,125,0,
4829088,854458,180,11,2017-05-22
4829779,1631807,80,1,2016-07-07
4830154,24865745,45,0,
4830158,21191214,99,0,
4830494,2489199,99,16,2019-07-01
4830799,3677131,99,58,2019-06-14
4831603,24872048,225,0,
4831703,24614110,150,3,2015-05-15
4831795,323771,100,0,
4832126,6707311,73,39,2019-06-13
4833294,24878584,180,0,
4833671,20038668,80,9,2019-06-30
4836986,24895956,80,39,2017-06-16
4837865,19636200,85,34,2019-07-02
4837935,24899760,175,0,
4838260,20357771,100,1,2015-05-19
4838271,1304390,85,2,2018-07-02
4838540,10600973,65,7,2018-05-14
4839016,24903878,150,1,2015-01-01
4839323,988069,249,0,
4839357,854567,40,0,
4839805,6430105,200,1,2015-06-22
4839932,24907501,124,8,2019-01-03
4840211,24821875,200,0,
4840381,12730517,50,1,2016-03-16
4840794,24833732,160,6,2017-04-17
4840841,4244200,200,0,
4840977,24913141,300,0,
4841187,14923355,200,7,2017-07-12
4841431,24915465,139,44,2016-05-08
4841843,15615036,49,19,2018-11-15
4842054,24918898,55,13,2016-06-14
4842112,7065271,260,4,2018-08-31
4842507,6954001,150,0,
4845237,12485770,110,8,2018-08-14
4846199,5545129,110,2,2015-10-12
4846449,6486116,81,142,2019-06-01
4846754,6885157,60,23,2019-07-05
4846877,6706914,65,1,2015-01-04
4847312,24941494,175,0,
4847624,22930715,130,1,2015-01-03
4847648,157051,240,9,2017-12-28
4848500,6902571,130,6,2018-04-24
4848528,1475015,97,6,2017-08-09
4849266,24950473,50,0,
4849703,21209568,88,2,2015-09-27
4849864,2464823,112,5,2016-10-04
4850000,22219331,65,0,
4853011,24967136,105,53,2018-10-28
4853287,23621417,120,0,
4853365,414477,70,15,2019-03-24
4853437,24880134,75,1,2018-09-15
4853647,6162041,99,129,2019-06-30
4853870,11064999,275,0,
4854552,24973819,600,0,
4855004,12220,90,24,2019-05-18
4855612,24448659,60,1,2015-01-02
4855835,2306320,125,7,2016-10-30
4856857,14747290,65,4,2018-07-13
4857075,4306959,159,30,2018-01-01
4857619,19263941,145,3,2016-01-02
4859716,3449749,130,0,
4859903,15398647,255,47,2019-06-08
4860430,25002053,90,157,2019-06-23
4860650,25001808,150,73,2019-06-18
4860876,2503221,295,75,2019-06-17
4861046,7355953,125,0,
4863176,25015010,75,5,2016-09-01
4863419,25017014,188,23,2019-07-02
4865377,11457159,130,2,2017-10-25
4865387,7017213,72,3,2016-06-05
4865454,5650180,45,12,2019-04-28
4866426,2346300,80,168,2019-06-30
4866620,1292274,94,51,2019-06-11
4866867,1113080,70,16,2019-06-02
4866875,87473,150,1,2019-01-03
4867016,1968327,70,6,2019-05-20
4867504,10387090,42,3,2016-01-02
4867749,4952537,225,0,
4867876,25037051,70,10,2017-01-02
4868048,15442902,60,0,
4868150,3336995,180,8,2017-09-24
4868571,25043292,150,2,2019-01-02
4869988,1509237,105,88,2019-05-27
4870239,25052740,100,9,2018-11-24
4871966,3896287,225,9,2016-07-18
4873207,12708335,125,0,
4873690,4712698,82,116,2019-05-25
4873699,22840947,140,0,
4874334,25073318,250,0,
4874519,6439895,69,0,
4874735,516877,275,0,
4877884,25093848,145,209,2019-06-18
4879530,25102191,125,0,
4879911,1473630,100,2,2015-04-25
4880277,18254644,100,131,2019-01-01
4880542,66276,190,8,2019-01-02
4880811,3568184,200,49,2016-07-29
4880985,25110559,125,1,2015-04-01
4881017,23439479,300,3,2018-10-08
4881420,25112856,159,40,2019-06-24
4884601,12417880,225,0,
4885240,210602,300,0,
4885569,17056215,180,28,2018-12-31
4885595,25134822,99,38,2019-06-28
4885673,24943630,120,19,2019-07-05
4885975,21817218,90,27,2018-08-09
4886678,2470606,59,2,2015-06-02
4887250,1705071,95,141,2019-06-24
4887473,24982697,65,11,2019-04-12
4887638,25145883,40,2,2019-06-29
4887727,3339901,250,7,2015-10-21
4889948,17928071,85,23,2019-04-01
4890335,7920086,71,19,2018-10-28
4891172,14813211,109,0,
4891441,3417940,262,166,2017-09-29
4891477,6438118,55,0,
4891616,25168328,70,1,2016-02-01
4891701,25168888,109,3,2015-01-03
4892675,25175433,40,0,
4896937,9845403,70,0,
4897673,14035846,50,2,2018-08-12
4900034,14289427,120,8,2018-11-21
4901020,10450922,80,0,
4901269,6285979,200,6,2016-11-10
4901424,25230336,300,0,
4901617,16460889,175,4,2016-01-03
4902025,5564276,75,0,
4902143,557918,119,15,2019-03-09
4902497,25237492,165,11,2018-03-31
4904582,25249481,40,5,2017-06-17
4905118,25237492,265,14,2018-11-04
4905248,25237492,130,12,2019-04-18
4905337,13772270,85,3,2017-05-10
4906823,25263341,70,1,2015-12-31
4906961,551139,210,31,2019-05-13
4907206,25264954,225,0,
4907369,25037051,46,8,2017-08-28
4907749,25268374,75,0,
4907861,25268900,126,98,2019-06-13
4908078,25242899,88,42,2019-07-01
4908331,25266756,150,14,2019-06-20
4908634,25273326,175,89,2019-04-28
4908978,23772724,380,5,2017-04-18
4909080,25276263,500,29,2016-09-02
4909427,6230230,110,13,2016-01-02
4909438,24127267,175,1,2015-01-02
4916150,236659,78,1,2015-02-20
4916323,4422415,250,11,2019-04-26
4916340,81335,125,171,2019-07-03
4917122,4445005,200,3,2018-08-30
4917217,1780076,55,0,
4918117,1633246,65,9,2015-05-20
4920912,22338025,175,0,
4921548,25237492,205,20,2018-12-27
4924590,25365628,90,0,
4925050,23069182,100,55,2019-06-23
4925368,331579,60,29,2019-06-04
4925517,22210080,99,318,2019-06-24
4926610,7537442,50,25,2019-06-28
4927853,331579,50,32,2019-06-23
4928303,23533897,68,91,2019-06-17
4929917,25003560,125,31,2018-09-03
4930306,25394253,175,1,2015-02-20
4930683,25399747,100,91,2019-01-01
4930951,15824660,85,0,
4931807,25401356,125,7,2016-01-09
4932075,5037211,118,1,2015-09-29
4932139,25404246,346,163,2018-11-21
4932714,25295888,52,16,2017-09-30
4933043,864735,107,15,2018-12-04
4936023,8183266,99,168,2019-06-16
4936254,22087408,150,17,2019-07-07
4936694,2439175,65,180,2019-06-17
4937135,25439443,85,5,2017-07-31
4941141,15297517,155,9,2015-10-27
4941771,25468442,125,34,2017-12-26
4942200,519554,59,36,2019-06-18
4942523,25473311,70,56,2019-01-01
4942985,25476493,115,0,
4943742,3834614,175,0,
4946624,25494876,149,14,2018-09-09
4947174,25412718,50,0,
4947515,1556712,190,32,2019-06-04
4948928,914838,80,5,2017-01-17
4948953,19965673,75,0,
4950357,8253604,89,203,2019-06-28
4950807,25517905,123,176,2019-06-21
4951402,10795846,78,171,2018-01-14
4952989,25379501,62,44,2019-06-23
4956293,7463662,120,149,2018-06-14
4956469,25537637,80,123,2019-07-05
4956896,8951256,180,38,2019-06-07
4957358,90860,145,222,2019-06-26
4958223,25517905,99,277,2019-06-23
4961949,1649951,300,57,2019-06-23
4963215,7245581,87,5,2019-01-02
4963237,310670,155,11,2019-05-19
4963511,310670,250,15,2019-06-02
4965152,14854832,130,9,2016-12-16
4966559,25602663,65,1,2018-10-16
4967004,2007148,156,4,2017-01-03
4967098,25605654,50,2,2015-02-23
4967114,25605887,450,0,
4967258,25082897,40,0,
4968633,248490,95,51,2019-07-02
4968798,23345098,45,30,2019-04-14
4968817,2793778,60,45,2019-04-12
4970846,9271872,100,117,2019-06-28
4973452,693815,75,0,
4973520,12342828,84,99,2019-06-28
4974843,25641892,70,196,2019-06-21
4976848,519554,69,80,2019-06-24
4976919,373019,62,3,2015-09-29
4977744,10350245,200,1,2015-01-18
4977756,25659180,100,4,2016-04-29
4978214,3737351,45,33,2019-06-11
4978241,271527,170,52,2019-06-24
4978607,2316247,150,10,2016-10-08
4982699,25686141,99,66,2018-07-21
4982969,2803589,45,0,
4983264,25688822,95,70,2019-06-30
4983691,4162067,95,1,2015-10-28
4984951,23570473,79,37,2019-05-27
4986843,2628658,120,2,2018-12-21
4987238,17985595,375,26,2018-12-18
4987355,23929877,120,23,2019-06-18
4987370,25711730,85,0,
4987929,25715117,100,46,2019-06-14
4988556,12342828,84,79,2019-06-29
4988687,25720293,549,17,2017-12-20
4989295,637688,230,12,2018-12-26
4991235,25271688,100,1,2015-09-21
4991895,10635169,70,49,2019-07-02
4993422,25744379,72,36,2019-06-28
4994058,25747773,140,2,2016-05-21
4994264,41398078,125,0,
4994266,24620881,135,168,2019-06-21
4995083,25748492,120,8,2016-05-30
4995739,25757883,49,43,2018-11-19
4996027,45384,240,20,2019-06-20
4996877,317718,380,0,
4998025,25773982,150,9,2019-05-13
4998221,25774748,89,3,2019-05-19
4998294,25773982,100,28,2019-05-22
5002867,262760,75,24,2017-05-31
5003266,19918657,50,5,2019-03-28
5004463,25807709,60,27,2019-07-05
5006113,6095946,760,1,2017-08-19
5006114,4830078,85,15,2019-06-14
5006927,25821864,65,5,2015-10-07
5010368,25840204,150,75,2019-04-27
5010729,7847292,169,147,2019-06-23
5011693,8834234,85,25,2019-06-09
5013302,10207681,350,13,2019-05-16
5013556,1387175,148,56,2019-06-14
5014831,5349999,100,13,2019-01-04
5015281,25870353,1000,0,
5019183,25894037,125,0,
5019373,25895198,80,10,2016-06-20
5020687,10366837,72,94,2019-07-01
5020842,17770322,125,8,2019-07-07
5021376,17638424,34,95,2019-07-02
5025771,630519,288,2,2016-01-03
5028135,3560446,167,59,2019-05-25
5028264,25881276,125,45,2019-05-27
5028478,3116461,100,67,2019-06-14
5028653,5244243,290,0,
5029202,14362471,229,6,2019-02-14
5029204,3646549,100,49,2019-06-15
5029573,25961456,60,0,
5029703,25318403,225,87,2019-07-05
5030256,8707742,70,0,
5031178,21721684,174,198,2019-06-09
5031539,25974544,350,0,
5033691,25237492,250,13,2019-06-15
5034136,25237492,105,15,2019-04-19
5036261,15929586,40,95,2019-05-20
5036659,25999700,50,43,2019-06-22
5037654,26005018,65,43,2019-05-28
5037892,6228539,75,1,2019-05-03
5038299,17465490,180,1,2015-01-21
5039939,26018110,60,0,
5040218,26019828,69,22,2019-03-20
5040653,19195540,150,36,2019-06-04
5040919,26024349,200,0,
5040951,26024433,125,21,2019-06-02
5041891,26031034,795,22,2019-06-20
5046189,23732730,450,45,2019-07-02
5046190,22776830,80,0,
5046422,2370532,300,8,2016-10-24
5046894,6454648,80,29,2019-06-12
5048535,905563,75,0,
5049823,22927481,500,1,2015-11-11
5050156,193488,135,14,2019-05-26
5050369,23465153,250,0,
5050664,93292,80,153,2019-06-25
5050799,16616158,85,22,2015-10-28
5051597,10975987,150,119,2019-06-20
5052495,26089087,60,33,2019-06-26
5052897,26079021,249,85,2019-06-28
5054072,25237492,155,17,2019-02-02
5054397,8873293,65,14,2018-05-26
5055033,26100862,90,0,
5056421,13220337,150,27,2019-05-24
5058683,3074904,96,175,2019-06-16
5059402,26124805,90,0,
5060771,26133955,89,1,2016-04-21
5061165,9018446,80,307,2019-06-29
5061178,26136707,77,80,2019-06-16
5061309,13501341,60,155,2019-06-20
5065185,10428997,165,72,2019-06-24
5065276,25963759,70,3,2015-10-05
5065630,8813443,83,0,
5066526,26162659,70,0,
5066813,1445871,139,62,2019-06-30
5066900,25052740,50,13,2019-05-16
5066963,26164700,50,0,
5067097,2372310,220,0,
5067348,6278351,250,26,2019-06-29
5067417,8954264,177,25,2019-06-08
5068972,23340108,150,7,2016-05-25
5069145,26176627,50,0,
5070183,12306481,90,10,2019-05-23
5070378,26184062,150,1,2016-08-31
5075659,192852,125,211,2019-06-22
5077231,7021059,150,0,
5078828,3196390,415,3,2015-07-03
5079124,12603113,50,39,2019-06-24
5081207,25237492,165,16,2019-06-15
5082455,2908101,175,29,2018-11-05
5083907,63613,50,0,
5084095,1700398,250,0,
5084887,26265097,100,1,2015-02-06
5085803,23772724,99,12,2019-04-27
5091056,26301893,80,12,2019-01-03
5093174,17312709,140,4,2015-06-06
5093352,19850240,83,18,2019-03-03
5094593,7801481,99,4,2018-05-04
5096158,21201361,79,1,2018-08-26
5101342,19293586,100,19,2019-06-29
5102006,26360956,160,16,2016-11-21
